,Open,High,Low,Close,Adj Close,Volume
Mean,138.4543822788844,139.49207201593626,137.3292427609562,138.36310780079668,134.90275101992034,5198937.450199204
Median,142.809998,143.990005,142.059998,142.71000700000002,138.56639099999998,4237900.0
Standard Deviation,12.114308095964454,11.9130793373599,12.204632549912748,12.028123175378452,10.671648396805809,3328955.530425702
Median Absolute Deviation,5.270004,5.309998000000007,5.190001999999993,5.230011000000019,4.493515000000031,920700.0
Interquartile Range,15.379997500000002,14.720000999999996,16.340003999999993,15.504996999999975,14.103938499999998,1952950.0
