,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,ret,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap,mcap
cmp_id,G_AALLN,G_ABIBB,G_ACFP,G_ADENVX,G_ADLERR,G_ADNA,G_AFFP,G_AIFP,G_AIRFP,G_AKZANA,G_ALOFP,G_ARD,G_ASTIM,G_ATCNA,G_ATLIM,G_AZN,G_BALN,G_BASGR,G_BATSLN,G_BAYNGR,G_BMW,G_BNFP,G_BPLN,G_BRITEL,G_CAFP,G_CAPFP,G_CARLB,G_CCK,G_CLNVX,G_CLNXSM,G_CNALN,G_CNHI,G_COFP,G_CONGR,G_CSTM,G_DAIGR,G_DGELN,G_DGFP,G_DPWGR,G_DSM,G_DT,G_DUFNSW,G_EDF,G_EDPPL,G_EDPPLF,G_ELISGP,G_ELTLX,G_ENBW,G_ENELIM,G_ENFP,G_ENGIFP,G_ENIIM,G_EOANGR,G_ERICB,G_EUCARFP,G_EXPNLN,G_FCAIM,G_FRFP,G_FUMVFH,G_GALPPL,G_GASSM,G_GKNLN,G_GLENLN,G_GRFSM,G_GSK,G_HAVFP,G_HEIANA,G_HEIGR,G_HENKEL,G_HLAGGR,G_HOTGR,G_HTOGA,G_IBESM,G_IGT,G_IJSS,G_IMBLN,G_ITVLN,G_KERFP,G_KGFLN,G_KPN,G_LADLN,G_LDOIM,G_LHAGR,G_LHNVX,G_LXSGR,G_MARSPE,G_MCFP,G_MEOGR,G_METSA,G_MLFP,G_MRWLN,G_MTNA,G_MWDP,G_NESNVX,G_NGGLN,G_NOKIA,G_NSINO,G_NXPI,G_NXTLN,G_OI,G_ORAFP,G_PEUGOT,G_PFDLN,G_PHIANA,G_PNLNA,G_PPCGA,G_PSON,G_PUBFP,G_RALFP,G_RAYAC,G_RDSALN,G_REEDLN,G_RENAUL,G_REPSM,G_RIFP,G_ROLLS,G_RTOLN,G_RWE,G_SANFP,G_SBRYLN,G_SESGFP,G_SFRFP,G_SGOFP,G_SHAEFF,G_SIEGR,G_SKGID,G_SKYLN,G_SOLBBB,G_SPMIM,G_SSELN,G_STERV,G_STLNO,G_STM,G_SUNCOM,G_SZUGR,G_TATELN,G_TCGLN,G_TDCDC,G_TELEFO,G_TELIAS,G_TELNO,G_TITIM,G_TKAAV,G_TKAGR,G_TOTAL,G_TSCOLN,G_TTMTIN,G_TUIGR,G_UNANA,G_UPMFH,G_VIEFP,G_VIVFP,G_VLVY,G_VOD,G_VW,G_WKLNA,G_WPPLN,G_AALLN,G_ABIBB,G_ACFP,G_ADENVX,G_ADLERR,G_ADNA,G_AFFP,G_AIFP,G_AIRFP,G_AKZANA,G_ALOFP,G_ARD,G_ASTIM,G_ATCNA,G_ATLIM,G_AZN,G_BALN,G_BASGR,G_BATSLN,G_BAYNGR,G_BMW,G_BNFP,G_BPLN,G_BRITEL,G_CAFP,G_CAPFP,G_CARLB,G_CCK,G_CLNVX,G_CLNXSM,G_CNALN,G_CNHI,G_COFP,G_CONGR,G_CSTM,G_DAIGR,G_DGELN,G_DGFP,G_DPWGR,G_DSM,G_DT,G_DUFNSW,G_EDF,G_EDPPL,G_EDPPLF,G_ELISGP,G_ELTLX,G_ENBW,G_ENELIM,G_ENFP,G_ENGIFP,G_ENIIM,G_EOANGR,G_ERICB,G_EUCARFP,G_EXPNLN,G_FCAIM,G_FRFP,G_FUMVFH,G_GALPPL,G_GASSM,G_GKNLN,G_GLENLN,G_GRFSM,G_GSK,G_HAVFP,G_HEIANA,G_HEIGR,G_HENKEL,G_HLAGGR,G_HOTGR,G_HTOGA,G_IBESM,G_IGT,G_IJSS,G_IMBLN,G_ITVLN,G_KERFP,G_KGFLN,G_KPN,G_LADLN,G_LDOIM,G_LHAGR,G_LHNVX,G_LXSGR,G_MARSPE,G_MCFP,G_MEOGR,G_METSA,G_MLFP,G_MRWLN,G_MTNA,G_MWDP,G_NESNVX,G_NGGLN,G_NOKIA,G_NSINO,G_NXPI,G_NXTLN,G_OI,G_ORAFP,G_PEUGOT,G_PFDLN,G_PHIANA,G_PNLNA,G_PPCGA,G_PSON,G_PUBFP,G_RALFP,G_RAYAC,G_RDSALN,G_REEDLN,G_RENAUL,G_REPSM,G_RIFP,G_ROLLS,G_RTOLN,G_RWE,G_SANFP,G_SBRYLN,G_SESGFP,G_SFRFP,G_SGOFP,G_SHAEFF,G_SIEGR,G_SKGID,G_SKYLN,G_SOLBBB,G_SPMIM,G_SSELN,G_STERV,G_STLNO,G_STM,G_SUNCOM,G_SZUGR,G_TATELN,G_TCGLN,G_TDCDC,G_TELEFO,G_TELIAS,G_TELNO,G_TITIM,G_TKAAV,G_TKAGR,G_TOTAL,G_TSCOLN,G_TTMTIN,G_TUIGR,G_UNANA,G_UPMFH,G_VIEFP,G_VIVFP,G_VLVY,G_VOD,G_VW,G_WKLNA,G_WPPLN
1/2/17,0,0.00547,0.008044,0,-0.008627,0.002247,-0.003672,-0.002366,-0.000318,0.005388,0.008596,,0.02963,0.008232,0.022462,0,0,0.004416,0,0.010794,0.013859,0.000665,0,0,0.018786,0.006363,0.005742,0,0,0.007318,0,0.012704,0.029941,0.017964,0,0.006504,0,-0.000773,0.005282,0.0079,0.00428,0,0.007025,0.007948,0.007948,0.00295,0.004419,0.015486,0.008118,0.004406,0.009076,0.010989,0.017911,0.006542,-0.008719,0,0.033468,0.007508,0.023336,0.009161,0.000558,0,0,0.008739,0,0.012125,0.000562,0.009929,0.01457,0.043052,0.023675,0.007839,0.001283,0,0.018868,0,0,0.015706,0,0.021322,0,0.005247,0.024857,0,0.02518,0,0.002205,-0.001267,0.007407,0.011353,0,0.002423,0.000874,0,0,0.00959,0.024648,0,0,0,0.009352,0.010326,0,0.013793,0.014174,0.00692,0,0.009001,0.038002,0.007035,0,0,0.006982,0.007824,0.003885,0,0,0.022852,0.012224,0,0.005735,-0.003727,0.001582,0.008538,0.009846,0,0,0.004041,0.04486,0,0.004897,0.010101,0.002784,0,0.000221,0,0,-0.008273,0.003401,0.010624,0.027132,0.02509,0.01016,0.013913,0.001642,0,0.031886,0.028915,0.003451,0.005998,0.01082,0.002216,0.00188,0,0.030347,0.010604,0,20099080192,1.80559E+11,10724768768,11224040448,722761344,27130200064,1632362112,43226419200,51209338880,15881837568,6112817664,,577203584,19471003648,19823839232,69374959616,23212883968,85929426944,1.06466E+11,87396704256,57133154304,41674141696,1.22621E+11,45149016064,18600937472,14596003840,10335363072,7351395328,5738350592,3363717888,15876416512,12032097280,5497206272,39448797184,622931456,80317448192,65615310848,40726577152,41097986048,10985852928,81023868928,6731644928,21685499904,11250077696,11250077696,2044214016,7524314112,5834970624,45273772032,12526284800,31414155264,59950510080,14393976832,18194180096,1444458880,18373322752,12136413184,13878023168,13970739200,11647775744,18914134016,7027021824,49331843072,8559969792,94769217536,3583984128,43317485568,18732605440,21591691264,2852197632,9237137408,4652873216,41886310400,5162315776,2494251776,41965518848,10266324992,28853571584,9709375488,12944635904,2744079872,8177469440,6218154496,32036857856,6170434560,7026574848,97242628096,10783792128,257453808,20262488064,6657610752,22741596160,5685919232,2.23686E+11,44158115840,28512004096,94319648,33911717888,9054621696,2823848192,40878944256,13370288128,480865280,28827936768,1938250240,712082496,8314813952,15749203968,984767744,5028699136,1.22722E+11,19420964864,26543785984,21346930688,28933150720,15177673728,5022639616,7338823168,1.05981E+11,6736490496,10214018048,12424923136,25955258368,2481878528,1.05747E+11,5433184768,21049849856,12485004288,5960712192,19420753920,6624120320,60318982144,10382535680,2966498304,4887645184,4079808000,1654857088,4142041856,47025541120,17683345408,23112237056,13758445568,3971892480,13702360064,1.2498E+11,20893904896,20720234496,8482740736,64652689408,13218239488,9715318784,24555917312,19171948544,65731489792,43854540800,11076423680,28741597184
1/3/17,0.001724,-0.008902,0.02436,0.013504,-0.005221,-0.005728,0.003686,0.002372,0.010824,0.004522,0.01591,,0.043166,0.012115,-0.012302,0.000338,-0.000845,-0.011274,-0.002056,0.005489,0.009447,-0.00332,0.01511,0.012402,0.007075,-0.008183,-0.000816,0.011223,0.005691,-0.00109,0.00598,-0.005974,-0.009477,0.010695,0.033898,0.012925,-0.005213,0.010828,0.003185,0.000697,-0.003652,0.00315,0.000205,-0.004457,-0.004457,-0.011765,-0.017598,0.017501,-0.01279,0.005264,-0.003271,-0.000639,-0.013636,-0.010214,-0.011518,0.007624,0.018984,0.012359,-0.008719,-0.003142,-0.003627,0.00422,0.029025,-0.000263,0,0.008151,-0.001122,-0.011283,-0.015231,0.004586,0.002937,-0.013333,-0.007049,0.005094,-0.003512,-0.0024,0.007751,-0.011539,-0.023694,-0.004175,0.011208,0,-0.007157,-0.003728,0.031758,-0.015714,-0.011551,0.004438,-0.011765,-0.00421,0.000433,0.012939,0.012227,-0.004791,-0.009458,-0.013385,-0.041237,-0.003571,-0.042745,0.031017,0.001373,0.032897,-0.032086,-0.015476,0.002892,0.030928,-0.003054,0.004536,-0.006276,0.016196,0.00602,-0.00138,0.012573,0.007763,-0.001451,0.002994,0.00135,-0.008275,0.00591,0.012435,0.019482,-0.001122,0.011506,0.004233,-0.014837,0.018582,-0.002018,0.001342,0.020572,0.001288,0.000975,0.018125,-0.024526,-0.004478,0.012117,-0.028975,-0.00172,-0.023915,0.009717,-0.005391,-0.003019,-0.007576,0.005823,0.002832,0.002664,-0.003384,-0.012216,-0.003285,-0.006752,0.004685,-0.011927,0.000829,0.005629,0.01276,0.020227,-0.006468,0.004956,19945535488,1.76178E+11,10815726592,11236305920,707842688,26556659712,1612981504,42657300480,50961260544,15706349568,6113807872,,592785344,19401412608,19276455936,68749713408,22976464896,83643686912,1.05254E+11,86514245632,56778870784,40891916288,1.2331E+11,45281693696,18442166272,14252168192,10168907776,7433899520,5700338688,3307967488,15822071808,11774823424,5360701952,39252668416,644047744,80094461952,64663101440,40529416192,40589787136,10823096320,79476563968,6670154752,21353730048,11026327552,11026327552,1988849408,7318352896,5845054976,44001898496,12397023232,30826047488,58983469056,13977614336,17829165056,1405688192,18340345856,12175108096,13831759872,13634253824,11431185408,18553403392,6990716928,50289172480,8425063424,93883367424,3557189376,42598162432,18234134528,20933240832,2820862976,9120659456,4519671296,40946339840,5188610560,2460761856,41473482752,10249196544,28078518272,9376256000,12690766848,2748897536,8050709504,6077952512,31526586368,6267711488,6851508736,94629404672,10663749632,250481072,19864422400,6598235136,22678771712,5666225152,2.19888E+11,43331616768,27694315520,89864840,33790623744,8586559488,2911434752,40300519424,13596055552,461085824,27941859328,1913723008,722726208,8211933184,15575402496,963417920,5030928384,1.22307E+11,19211243520,26460895232,21179187200,28443312128,15080818688,4982408192,7165277696,1.04955E+11,6756508160,10251594752,12218594304,25846937600,2453748992,1.02563E+11,5448359936,20811003904,12307961856,5989040128,19263995904,6527794688,61028339712,9970902016,2917051648,4870185984,3924563712,1636568320,3981116160,46746468352,17413007360,22898413568,13442557952,3933094400,13528157184,1.2337E+11,20628551680,20329330688,8323817472,63220756480,13074307072,9450640384,24195315712,19111786496,65947967488,44048048128,10834192384,28614047744
1/4/17,-0.016781,0.002495,0.022686,0.028127,0.010847,-0.005261,0.012176,-0.000946,-0.001575,0.004502,-0.013423,,-0.001724,-0.019516,-0.003114,0.008448,-0.010152,0.005131,-0.004445,0.012903,-0.007156,0.008661,0.003866,0.024498,-0.00149,0.0025,-0.002449,0.014861,0.001698,-0.001091,-0.01104,-0.013221,0.001935,-0.009788,0.032787,-0.000416,0.01191,-0.006733,-0.005556,0.007485,0.011915,0.014914,-0.005128,-0.004477,-0.004477,-0.005952,-0.004926,-0.000492,0.001439,-0.0064,0.00041,0.003839,-0.006838,0.009381,-0.005932,-0.003783,0.007123,-0.023519,-0.005413,-0.004904,-0.012042,-0.003602,-0.008935,0.029413,0.006082,-0.012373,0.001404,-0.020113,0.000884,-0.007173,-0.015373,0.013513,-0.008229,0.008187,0.006087,0.001273,-0.031731,-0.013308,-0.004678,-0.009783,0.008524,0.008949,0.022026,0.003742,-0.025019,-0.061248,-0.008904,0.001263,-0.00372,-0.023016,0.004767,-0.002948,-0.00604,0.008253,-0.008063,0.002188,0.017921,0.006553,-0.143606,0.035655,0.007882,-0.000928,0.016575,-0.013474,-0.004805,-0.016667,-0.014706,-0.006472,-0.001053,0.009063,0.008422,-0.006911,-0.005222,0.002201,0.001938,-0.003731,-0.012135,-0.010847,0,0,-0.006758,-0.013858,-0.003011,-0.010186,-0.004303,0.013288,-0.001517,-0.00536,-0.023663,-0.012219,-0.008763,-0.020872,-0.01186,-0.022489,-0.003048,0.004367,0.000575,0.019373,0.001903,0.010298,0.018168,0.003523,-0.004912,-0.015422,-0.000511,-0.003152,0.011536,0.001099,0.001539,-0.008478,-0.003404,0.005522,0.004664,0.016304,-0.011826,-0.004051,-0.007124,19702140928,1.78174E+11,11158557696,11611035648,721825088,26649708544,1647007232,42992435200,51329318912,15916067840,6084891136,,596977472,19190388736,19385751552,69653340160,22849105920,84813643776,1.05274E+11,88402698240,56869253120,41609510912,1.24363E+11,46607032320,18576936960,14413690880,10233341952,7544373248,5739022848,3333474304,15720260608,11721526272,5418402816,39210926080,665164096,80766566400,65737961472,40611241984,40719949824,11000182784,81132158976,6804019712,21431410688,11073688576,11073688576,1994431232,7338202112,5893656576,44453507072,12690998272,31110416384,59731603456,14004353024,18134562816,1409661696,18356043776,12369876992,13625460736,13679939584,11475360768,18491500544,6997967872,50071932928,8749287424,94894194688,3544132096,43033849856,18024824832,21136349184,2825304576,9059572736,4621110272,40967237632,5231092736,2494746112,41719664640,9970193408,27948951552,9375849472,12677337088,2785239552,8194322944,6266562048,31805298688,6164745216,6461818368,94622539776,10771292160,251748048,19578232832,6660557312,22811156480,5681627648,2.22829E+11,43180089344,27999469568,92083952,34012065792,7387722752,3015240704,40976068608,13703131136,470910784,27808241664,1921307904,716942720,8128846848,15610944512,970883776,5121252352,1.23912E+11,19165765632,26554642432,21412825088,28749543424,15094510592,4944864768,7150006272,1.0588E+11,6787970560,10272029696,12155442176,25996163072,2450154752,1.03021E+11,5569403904,20876199936,12349864960,5898840064,19117225984,6527603200,60152147968,9939465216,2865935872,4898123776,3960056576,1645133824,4093982976,47248089088,17727377408,23469551616,13608781824,3948259072,13436888064,1.24394E+11,20659277824,20631019520,8406386176,63875960832,13077684224,9501459456,24543299584,19348318208,67335307264,43910656000,10885378048,28542500864
1/5/17,0.002188,0.005973,0.015369,0,0.001385,-0.010073,0.014703,0.000474,0.018928,-0.004149,-0.007559,,-0.008636,0.004777,-0.004016,0.016419,0.004274,-0.004084,-0.002505,0.005879,0.001774,0.009742,-0.003851,0.010117,-0.00064,0.003367,0.001637,0.001483,0.010734,0.016746,0.001717,0.029842,0.002039,-0.004809,0,-0.000278,0.005179,0.003543,0.016919,-0.01123,0.003019,-0.003094,-0.010619,-0.010723,-0.010723,-0.011976,-0.00225,0.000492,0.001437,-0.004831,-0.00164,-0.003187,0.003742,-0.007435,0.01087,-0.006962,0.007073,0.013789,0.001361,0.008448,-0.001984,0.001506,0.028284,0,0.007636,0.001364,-0.000561,0.001614,0.002649,-0.003942,-0.011896,-0.002222,0.000936,0.010054,-0.012102,0.000566,0.015889,-0.008045,0.008519,0.002117,0.021978,0.010347,0.002743,0.005592,-0.001244,0.022882,-0.006457,-0.000946,-0.006721,0.00625,0.005175,0.03407,-0.005208,0.010914,0.006203,-0.000873,0,0.001017,0.000979,-0.019903,0.00612,0.01269,0.01087,-0.007704,0.006036,0.010169,0.010572,0.005151,-0.004742,-0.008981,-0.005055,-0.00348,0.00455,0.001464,0.003869,-0.041948,0.009554,0.010966,-0.000383,-0.007528,-0.004223,0.009875,-0.002685,0.002484,-0.006482,0.02934,0.002532,-0.004041,0.001795,0.005859,0.003929,0.015674,-0.00192,0.021473,0.015066,0,0.014351,0.025993,0.021222,0.002414,0.012639,-0.014043,0.006347,0.003751,0.000511,-0.031387,0.03185,0.003658,0.001409,0.002993,-0.018945,0.001647,-0.001857,0.01823,0.008448,0.013219,0.009934,19939530752,1.81377E+11,11465243648,11767940096,731449600,26696058880,1691165056,43526041600,52928438272,16039154688,6110951424,,598884032,19512133632,19538296832,71493574656,23172530176,85475172352,1.06044E+11,89983508480,57649946624,42516221952,1.25103E+11,47541776384,18786578432,14634785792,10372575232,7555560448,5879013376,3429737728,15902201856,12215355392,5494235136,39487991808,665164096,81707622400,66728574976,40692473856,41903013888,11006433280,82348154880,6874631168,21456855040,11085664256,11085664256,1994059008,7403974144,5966917120,45048602624,12780395520,31430010880,60251729920,14224485376,18202019840,1441987584,18407602176,12606015488,13978172416,13862008832,11710386176,18675021824,7077469184,51994750976,8853687296,96559628288,3591315200,43522916352,18269351936,21445216256,2847747840,9058616320,4665859072,41217536000,5283686912,2492252672,42153984000,10228265984,28054904832,9548760064,12855767040,2874460416,8377902592,6358731264,32415354880,6230543360,6674708480,95133335552,10889512960,253039712,19935672320,6760897024,23869800448,5719478272,2.28305E+11,43873099776,28308826112,93213840,34046660608,7467717632,2955227648,41718792192,14042603520,480713184,27923275776,1955968384,732875520,8295612928,15878594560,977809920,5135817216,1.24498E+11,19285252096,26993766400,21700059136,29205137408,14603621376,5041227264,7314664960,1.07102E+11,6803158528,10350699520,12421948416,26235740160,2485550080,1.03575E+11,5801216000,21134979072,12446724096,5979944960,19418441728,6631447552,61844619264,10038752256,2967035136,5031245312,3999020544,1685162880,4250589696,48826527744,17969881088,24057808896,13577774080,4020729856,13648222208,1.25942E+11,20207738880,21330106368,8537808384,64729227264,13273344000,9432684544,24877074432,19529431040,69237432320,44809986048,11160879104,29109678080
1/6/17,-0.008734,-0.005443,-0.002764,-0.00072,0.019357,-0.002035,-0.007339,0.004261,0.008359,-0.003333,0.012567,,0.014808,-0.001585,-0.000897,0.00011,0.029787,-0.003075,-0.00131,-0.002435,0.001882,-0.001472,-0.005413,0.00039,-0.004694,-0.003852,0.003268,0.005553,-0.006149,-0.006803,0.000857,0.000591,0.002355,0.011007,0,-0.000139,0.003981,0.009057,0.000471,0.025686,-0.003612,-0.001552,-0.025529,-0.01958,-0.01958,0.002727,0,0,-0.004306,0.003236,-0.001232,0.005115,-0.007903,0,-0.003901,0,0.069692,0.000544,0,0.005585,0.005113,-0.003008,-0.008252,-0.001786,0,0.00607,-0.003788,0.000806,-0.003963,-0.001978,0.009029,0,-0.002658,0.014548,0,-0.000565,0.004399,0.015983,0.003787,0.005986,0.009926,-0.001463,-0.031262,0.003707,-0.005761,0.008767,0.012998,-0.009466,0,0.000956,0.013728,-0.010347,0.000436,0.006748,0.003827,0,0.052817,-0.001931,0.002445,0.013721,-0.000338,0.00978,-0.043011,0.004411,0.0048,0,0.001231,0.01055,-0.010058,0.010312,0.001768,0.004888,0.002439,0.001462,0.00867,0.017201,0.000901,-0.015436,-0.020186,0.005988,-0.00754,0.003384,0.00572,0.005664,0.008699,-0.000648,0.00101,-0.003156,-0.018817,-0.003236,0,-0.010494,-0.017797,0.018018,-0.006453,0.011594,0,0.000817,0.005687,0,-0.008076,0.006528,0,-0.005495,-0.00327,0.00226,-0.008762,-0.008382,-0.004348,0,-0.01013,0.004934,0,0.009071,-0.004537,-0.003584,0.005464,19606228992,1.79998E+11,11408749568,11718861824,743990976,26583953408,1675112064,43616714752,53255098368,15951016960,6174326272,,606434304,19438956544,19478439936,70925680640,23670624256,85027463168,1.05052E+11,89569656832,57633144832,42361569280,1.23424E+11,47177347072,18657841152,14546787328,10383670272,7597512704,5822690816,3399017472,15787667456,12196068352,5495230464,39836033024,665164096,81519067136,66454745088,40971976704,41831813120,11264656384,81872715776,6840264192,20863733760,10845027328,10845027328,1995160320,7378082816,5953974272,44757331968,12793945088,31323197440,60428562432,14081454080,18138368000,1433247744,18259376128,13455304704,13955441664,13831941120,11750242304,18729787392,6999357952,51150458880,8818703360,95782092800,3605275904,43264008192,18244413440,21313894400,2835948800,9120584704,4655738880,41018802176,5360554496,2483537408,41790910464,10190538752,28441477120,9507741696,12904669184,2879614976,8347499520,6146582528,32423172096,6181210624,6679005696,96160849920,10763041792,252490848,19911440384,6798518784,23571576832,5709562368,2.29052E+11,43682861056,28247420928,98007976,33980925952,7425698816,2995776768,41614229504,14149182464,456332928,27985625088,1961093504,731285824,8238941184,16011308032,965875456,5177522688,1.23714E+11,19222022144,27000903680,21684645888,29394464768,14735201280,5005140480,7186135040,1.04713E+11,6788786176,10250373120,12436953088,26333726720,2494205696,1.04249E+11,5784882176,20985968640,12380529664,5854691840,19199737856,6617063424,61115109376,9838704640,3010064896,4987935744,4012811008,1671593344,4244741376,48997715968,17907040256,23832111104,13636769792,4012008704,13543791616,1.25258E+11,20090324992,21142745088,8447880704,64307970048,13244553216,9316880384,24945580032,19461136384,69302927360,44509908992,11096753152,29033048064
1/9/17,0.017181,-0.004478,0.005147,-0.00072,-0.031197,0.005608,-0.015735,-0.01273,0.002149,-0.000502,-0.006018,,-0.023176,-0.004761,0.004036,0.012526,-0.012397,0.0016,0.022081,-0.006836,-0.007513,0.007042,-0.001944,0.003641,-0.021436,0.00761,0.001629,-0.026873,-0.001687,0.002523,-0.013276,-0.020686,0.029912,-0.007435,-0.015873,-0.000833,0.01213,0.004108,-0.008001,-0.001363,-0.009668,0.00777,-0.016253,-0.003566,-0.003566,0.004533,-0.004962,0.007371,-0.002403,-0.004986,-0.009046,-0.020992,-0.001653,0.002809,-0.011642,0.006373,0.014141,-0.01015,0.008152,-0.015967,-0.008195,-0.002716,0.035535,-0.004344,0.007894,0.003324,0.003521,-0.011733,0.009726,0.012335,-0.005593,0.002227,0.003998,0.012076,-0.003868,0.022043,0.009732,0.015966,0.008125,-0.0042,-0.013104,-0.017582,-0.057685,-0.009234,0.017854,0.011987,0.009484,-0.004619,0.001504,0.009547,0.004655,-0.006328,-0.006978,0.00134,0.006671,0,-0.026756,-0.001018,-0.015126,-0.012452,-0.000676,0.003027,0.016854,0.007905,-0.021973,-0.010067,0.006146,-0.000746,0.026738,0.004331,-0.005513,0.011119,-0.006951,-0.009489,0.003343,0.016141,0.006303,0,0.010823,0.011111,0.000237,-0.005247,0.000892,-0.026047,0.000862,0.006914,-0.003027,-0.004071,-0.03105,-0.001299,-0.017613,-0.008734,0.028893,-0.00295,-0.002814,0.003582,0.005659,-0.008438,-0.002066,-0.003211,0,-0.03066,0.002102,-0.005966,-0.014045,0.007268,0.004822,-0.004043,0.003211,-0.009804,0.002878,-0.003001,0.013023,-0.016087,0.038219,0.002015,0.013587,19659771904,1.78819E+11,11443623936,11675862016,719281408,26677430272,1645325312,42971906048,53258547200,15909853184,6124406272,,591147456,19306158080,19516372992,70793936896,23045099520,84986347520,1.05846E+11,88772329472,57081180160,42571165696,1.21434E+11,46676484096,18219909120,14626996224,10379095040,7393345536,5795710464,3400506880,15356771328,11918942208,5647830016,39457611776,654605888,81281761280,66305372160,41054707712,41410805760,11225905152,80912547840,6873069056,20481935360,10783874048,10783874048,2000035968,7317385216,5985382400,44556914688,12703677440,30975285248,59036971008,14028932096,18129635328,1413616128,18114713600,13617199104,13785055232,13915697152,11538578432,18537658368,6881187328,52215672832,8762126336,95166808064,3609737216,43326017536,17992841216,21476427776,2864958208,9050711040,4656402432,41097134080,5425287680,2465811712,42105364480,10143540224,28835475456,9448835072,12823738368,2801509888,8183672832,5779971584,32028983296,6278486016,6663050240,96870924288,10691048448,252344560,20059715584,6733139968,23373692928,5657929728,2.28682E+11,43349581824,28189270016,94923976,33946322944,7209489920,2958473216,41499594752,14162495488,457432224,28148195328,1914013312,722418176,8171821568,15966088192,989638336,5189130240,1.21284E+11,19158202368,26757445632,21434202112,29431384064,14760346624,4965141504,7171187712,1.05721E+11,6766706688,10231481344,12345959424,26302392320,2424185856,1.04122E+11,5812765696,20625223680,12304486400,5661102592,18902415360,6486999040,60288110592,10102005760,2992328960,4963552256,3969975040,1657172992,4200227584,48794763264,17790967808,23716751360,13191166976,4012080640,13434980352,1.23242E+11,19948875776,21164806144,8396229120,64380268544,13087419392,9324261376,24818989056,19649892352,67219431424,46114906112,11095983104,29009485824
